index,pair_id,split,sequence_length,protein_chain_id,ligand_chain_id,rhea_id,uniprot_id,reactant_model,product_model,seq_cluster,structure_cluster,combined_cluster
2461,split__Q94CF0__RHEA_19669__00,train,545,A,B,RHEA:19669,Q94CF0,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_238/split__Q94CF0__RHEA_19669__00__reactant/split__Q94CF0__RHEA_19669__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_238/split__Q94CF0__RHEA_19669__00__product/split__Q94CF0__RHEA_19669__00__product_model.cif,188,179,174
2462,split__Q94EG3__RHEA_20696__00,train,229,A,B,RHEA:20696,Q94EG3,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_243/split__Q94EG3__RHEA_20696__00__reactant/split__Q94EG3__RHEA_20696__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_243/split__Q94EG3__RHEA_20696__00__product/split__Q94EG3__RHEA_20696__00__product_model.cif,1334,1322,1250
2463,split__Q94FM7__RHEA_28226__00,train,504,A,B,RHEA:28226,Q94FM7,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_244/split__Q94FM7__RHEA_28226__00__reactant/split__Q94FM7__RHEA_28226__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_244/split__Q94FM7__RHEA_28226__00__product/split__Q94FM7__RHEA_28226__00__product_model.cif,74,69,67
2464,split__Q94FV7__RHEA_34483__00,test,384,A,B,RHEA:34483,Q94FV7,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_245/split__Q94FV7__RHEA_34483__00__reactant/split__Q94FV7__RHEA_34483__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_245/split__Q94FV7__RHEA_34483__00__product/split__Q94FV7__RHEA_34483__00__product_model.cif,1335,161,157
2465,split__Q94IA6__RHEA_27321__00,train,491,A,B,RHEA:27321,Q94IA6,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_246/split__Q94IA6__RHEA_27321__00__reactant/split__Q94IA6__RHEA_27321__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_246/split__Q94IA6__RHEA_27321__00__product/split__Q94IA6__RHEA_27321__00__product_model.cif,82,78,75
2466,split__Q94IA6__RHEA_27325__01,train,491,A,B,RHEA:27325,Q94IA6,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_247/split__Q94IA6__RHEA_27325__01__reactant/split__Q94IA6__RHEA_27325__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_247/split__Q94IA6__RHEA_27325__01__product/split__Q94IA6__RHEA_27325__01__product_model.cif,82,78,75
2467,split__Q94ID1__RHEA_36327__00,test,329,A,B,RHEA:36327,Q94ID1,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_248/split__Q94ID1__RHEA_36327__00__reactant/split__Q94ID1__RHEA_36327__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_248/split__Q94ID1__RHEA_36327__00__product/split__Q94ID1__RHEA_36327__00__product_model.cif,776,758,727
2468,split__Q94ID1__RHEA_36331__01,test,329,A,B,RHEA:36331,Q94ID1,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_249/split__Q94ID1__RHEA_36331__01__reactant/split__Q94ID1__RHEA_36331__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_249/split__Q94ID1__RHEA_36331__01__product/split__Q94ID1__RHEA_36331__01__product_model.cif,776,758,727
2469,split__Q94ID2__RHEA_36327__00,test,330,A,B,RHEA:36327,Q94ID2,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_250/split__Q94ID2__RHEA_36327__00__reactant/split__Q94ID2__RHEA_36327__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_250/split__Q94ID2__RHEA_36327__00__product/split__Q94ID2__RHEA_36327__00__product_model.cif,776,758,727
2470,split__Q94ID2__RHEA_36331__01,test,330,A,B,RHEA:36331,Q94ID2,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_251/split__Q94ID2__RHEA_36331__01__reactant/split__Q94ID2__RHEA_36331__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_251/split__Q94ID2__RHEA_36331__01__product/split__Q94ID2__RHEA_36331__01__product_model.cif,776,758,727
2471,split__Q94ID3__RHEA_15285__00,train,357,A,B,RHEA:15285,Q94ID3,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_252/split__Q94ID3__RHEA_15285__00__reactant/split__Q94ID3__RHEA_15285__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_252/split__Q94ID3__RHEA_15285__00__product/split__Q94ID3__RHEA_15285__00__product_model.cif,1336,1323,1251
2472,split__Q94ID3__RHEA_36327__01,train,357,A,B,RHEA:36327,Q94ID3,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_253/split__Q94ID3__RHEA_36327__01__reactant/split__Q94ID3__RHEA_36327__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_253/split__Q94ID3__RHEA_36327__01__product/split__Q94ID3__RHEA_36327__01__product_model.cif,1336,1323,1251
2473,split__Q94ID7__RHEA_19361__01,train,370,A,B,RHEA:19361,Q94ID7,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_255/split__Q94ID7__RHEA_19361__01__reactant/split__Q94ID7__RHEA_19361__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_255/split__Q94ID7__RHEA_19361__01__product/split__Q94ID7__RHEA_19361__01__product_model.cif,44,43,42
2474,split__Q94ID7__RHEA_22408__00,train,370,A,B,RHEA:22408,Q94ID7,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_254/split__Q94ID7__RHEA_22408__00__reactant/split__Q94ID7__RHEA_22408__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_254/split__Q94ID7__RHEA_22408__00__product/split__Q94ID7__RHEA_22408__00__product_model.cif,44,43,42
2475,split__Q94IG7__RHEA_25576__00,train,531,A,B,RHEA:25576,Q94IG7,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_000/split__Q94IG7__RHEA_25576__00__reactant/split__Q94IG7__RHEA_25576__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_000/split__Q94IG7__RHEA_25576__00__product/split__Q94IG7__RHEA_25576__00__product_model.cif,1337,1324,1252
2476,split__Q94IP1__RHEA_10608__00,test,501,A,B,RHEA:10608,Q94IP1,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_001/split__Q94IP1__RHEA_10608__00__reactant/split__Q94IP1__RHEA_10608__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_001/split__Q94IP1__RHEA_10608__00__product/split__Q94IP1__RHEA_10608__00__product_model.cif,1338,71,69
2477,split__Q94JQ4__RHEA_39975__00,train,187,A,B,RHEA:39975,Q94JQ4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_002/split__Q94JQ4__RHEA_39975__00__reactant/split__Q94JQ4__RHEA_39975__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_002/split__Q94JQ4__RHEA_39975__00__product/split__Q94JQ4__RHEA_39975__00__product_model.cif,1339,1325,1253
2478,split__Q94JQ4__RHEA_40671__01,train,187,A,B,RHEA:40671,Q94JQ4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_003/split__Q94JQ4__RHEA_40671__01__reactant/split__Q94JQ4__RHEA_40671__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_003/split__Q94JQ4__RHEA_40671__01__product/split__Q94JQ4__RHEA_40671__01__product_model.cif,1339,1325,1253
2479,split__Q94JV5__RHEA_17125__01,train,307,A,B,RHEA:17125,Q94JV5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_006/split__Q94JV5__RHEA_17125__01__reactant/split__Q94JV5__RHEA_17125__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_006/split__Q94JV5__RHEA_17125__01__product/split__Q94JV5__RHEA_17125__01__product_model.cif,1340,1326,1254
2480,split__Q94JV5__RHEA_54532__00,train,307,A,B,RHEA:54532,Q94JV5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_005/split__Q94JV5__RHEA_54532__00__reactant/split__Q94JV5__RHEA_54532__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_005/split__Q94JV5__RHEA_54532__00__product/split__Q94JV5__RHEA_54532__00__product_model.cif,1340,1326,1254
2481,split__Q94K71__RHEA_54548__00,train,319,A,B,RHEA:54548,Q94K71,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_007/split__Q94K71__RHEA_54548__00__reactant/split__Q94K71__RHEA_54548__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_007/split__Q94K71__RHEA_54548__00__product/split__Q94K71__RHEA_54548__00__product_model.cif,1341,1327,1255
2482,split__Q95119__RHEA_13041__00,train,517,A,B,RHEA:13041,Q95119,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_008/split__Q95119__RHEA_13041__00__reactant/split__Q95119__RHEA_13041__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_008/split__Q95119__RHEA_13041__00__product/split__Q95119__RHEA_13041__00__product_model.cif,698,1328,593
2483,split__Q95328__RHEA_46308__01,test,508,A,B,RHEA:46308,Q95328,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_010/split__Q95328__RHEA_46308__01__reactant/split__Q95328__RHEA_46308__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_010/split__Q95328__RHEA_46308__01__product/split__Q95328__RHEA_46308__01__product_model.cif,558,543,524
2484,split__Q95328__RHEA_65760__00,test,508,A,B,RHEA:65760,Q95328,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_009/split__Q95328__RHEA_65760__00__reactant/split__Q95328__RHEA_65760__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_009/split__Q95328__RHEA_65760__00__product/split__Q95328__RHEA_65760__00__product_model.cif,558,543,524
2485,split__Q95332__RHEA_22336__00,train,278,A,B,RHEA:22336,Q95332,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_011/split__Q95332__RHEA_22336__00__reactant/split__Q95332__RHEA_22336__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_011/split__Q95332__RHEA_22336__00__product/split__Q95332__RHEA_22336__00__product_model.cif,1342,1329,1256
2486,split__Q95JD5__RHEA_67876__01,train,296,A,B,RHEA:67876,Q95JD5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_013/split__Q95JD5__RHEA_67876__01__reactant/split__Q95JD5__RHEA_67876__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_013/split__Q95JD5__RHEA_67876__01__product/split__Q95JD5__RHEA_67876__01__product_model.cif,585,570,550
2487,split__Q95JH4__RHEA_14401__00,test,323,A,B,RHEA:14401,Q95JH4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_014/split__Q95JH4__RHEA_14401__00__reactant/split__Q95JH4__RHEA_14401__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_014/split__Q95JH4__RHEA_14401__00__product/split__Q95JH4__RHEA_14401__00__product_model.cif,241,232,226
2488,split__Q95JH5__RHEA_14401__00,test,323,A,B,RHEA:14401,Q95JH5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_016/split__Q95JH5__RHEA_14401__00__reactant/split__Q95JH5__RHEA_14401__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_016/split__Q95JH5__RHEA_14401__00__product/split__Q95JH5__RHEA_14401__00__product_model.cif,241,232,226
2489,split__Q95L14__RHEA_12893__00,train,153,A,B,RHEA:12893,Q95L14,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_023/split__Q95L14__RHEA_12893__00__reactant/split__Q95L14__RHEA_12893__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_023/split__Q95L14__RHEA_12893__00__product/split__Q95L14__RHEA_12893__00__product_model.cif,860,843,805
2490,split__Q95L14__RHEA_53324__01,train,153,A,B,RHEA:53324,Q95L14,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_024/split__Q95L14__RHEA_53324__01__reactant/split__Q95L14__RHEA_53324__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_024/split__Q95L14__RHEA_53324__01__product/split__Q95L14__RHEA_53324__01__product_model.cif,860,843,805
2491,split__Q95LA2__RHEA_69819__00,test,532,A,B,RHEA:69819,Q95LA2,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_025/split__Q95LA2__RHEA_69819__00__reactant/split__Q95LA2__RHEA_69819__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_025/split__Q95LA2__RHEA_69819__00__product/split__Q95LA2__RHEA_69819__00__product_model.cif,1062,1050,996
2492,split__Q95LA2__RHEA_74111__01,test,532,A,B,RHEA:74111,Q95LA2,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_026/split__Q95LA2__RHEA_74111__01__reactant/split__Q95LA2__RHEA_74111__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_026/split__Q95LA2__RHEA_74111__01__product/split__Q95LA2__RHEA_74111__01__product_model.cif,1062,1050,996
2493,split__Q95UJ0__RHEA_19669__00,train,206,A,B,RHEA:19669,Q95UJ0,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_041/split__Q95UJ0__RHEA_19669__00__reactant/split__Q95UJ0__RHEA_19669__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_041/split__Q95UJ0__RHEA_19669__00__product/split__Q95UJ0__RHEA_19669__00__product_model.cif,1343,1330,1257
2494,split__Q95YF3__RHEA_13065__00,train,430,A,B,RHEA:13065,Q95YF3,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_045/split__Q95YF3__RHEA_13065__00__reactant/split__Q95YF3__RHEA_13065__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_045/split__Q95YF3__RHEA_13065__00__product/split__Q95YF3__RHEA_13065__00__product_model.cif,1344,1331,1258
2495,split__Q96242__RHEA_25074__00,train,518,A,B,RHEA:25074,Q96242,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_049/split__Q96242__RHEA_25074__00__reactant/split__Q96242__RHEA_25074__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_049/split__Q96242__RHEA_25074__00__product/split__Q96242__RHEA_25074__00__product_model.cif,1345,1332,1259
2496,split__Q96255__RHEA_14329__00,train,430,A,B,RHEA:14329,Q96255,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_050/split__Q96255__RHEA_14329__00__reactant/split__Q96255__RHEA_14329__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_050/split__Q96255__RHEA_14329__00__product/split__Q96255__RHEA_14329__00__product_model.cif,1346,1333,1260
2497,split__Q96255__RHEA_16573__01,train,430,A,B,RHEA:16573,Q96255,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_051/split__Q96255__RHEA_16573__01__reactant/split__Q96255__RHEA_16573__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_051/split__Q96255__RHEA_16573__01__product/split__Q96255__RHEA_16573__01__product_model.cif,1346,1333,1260
2498,split__Q96286__RHEA_15981__00,train,366,A,B,RHEA:15981,Q96286,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_053/split__Q96286__RHEA_15981__00__reactant/split__Q96286__RHEA_15981__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_053/split__Q96286__RHEA_15981__00__product/split__Q96286__RHEA_15981__00__product_model.cif,705,1334,661
2499,split__Q96323__RHEA_10768__01,test,356,A,B,RHEA:10768,Q96323,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_056/split__Q96323__RHEA_10768__01__reactant/split__Q96323__RHEA_10768__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_056/split__Q96323__RHEA_10768__01__product/split__Q96323__RHEA_10768__01__product_model.cif,255,1335,240
2500,split__Q96329__RHEA_41964__01,train,436,A,B,RHEA:41964,Q96329,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_058/split__Q96329__RHEA_41964__01__reactant/split__Q96329__RHEA_41964__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_058/split__Q96329__RHEA_41964__01__product/split__Q96329__RHEA_41964__01__product_model.cif,1347,1336,1261
2501,split__Q96528__RHEA_20309__00,train,492,A,B,RHEA:20309,Q96528,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_063/split__Q96528__RHEA_20309__00__reactant/split__Q96528__RHEA_20309__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_063/split__Q96528__RHEA_20309__00__product/split__Q96528__RHEA_20309__00__product_model.cif,1348,1337,1262
2502,split__Q96529__RHEA_15753__00,train,490,A,B,RHEA:15753,Q96529,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_064/split__Q96529__RHEA_15753__00__reactant/split__Q96529__RHEA_15753__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_064/split__Q96529__RHEA_15753__00__product/split__Q96529__RHEA_15753__00__product_model.cif,1349,1338,1263
2503,split__Q96551__RHEA_21080__00,train,393,A,B,RHEA:21080,Q96551,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_067/split__Q96551__RHEA_21080__00__reactant/split__Q96551__RHEA_21080__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_067/split__Q96551__RHEA_21080__00__product/split__Q96551__RHEA_21080__00__product_model.cif,1350,1339,1264
2504,split__Q96552__RHEA_21080__00,train,393,A,B,RHEA:21080,Q96552,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_068/split__Q96552__RHEA_21080__00__reactant/split__Q96552__RHEA_21080__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_068/split__Q96552__RHEA_21080__00__product/split__Q96552__RHEA_21080__00__product_model.cif,1350,1339,1264
2505,split__Q96553__RHEA_21080__00,train,390,A,B,RHEA:21080,Q96553,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_069/split__Q96553__RHEA_21080__00__reactant/split__Q96553__RHEA_21080__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_069/split__Q96553__RHEA_21080__00__product/split__Q96553__RHEA_21080__00__product_model.cif,1350,1339,1264
2506,split__Q96565__RHEA_52264__00,test,376,A,B,RHEA:52264,Q96565,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_070/split__Q96565__RHEA_52264__00__reactant/split__Q96565__RHEA_52264__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_070/split__Q96565__RHEA_52264__00__product/split__Q96565__RHEA_52264__00__product_model.cif,1351,37,37
2507,split__Q965X9__RHEA_51408__01,train,355,A,B,RHEA:51408,Q965X9,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_074/split__Q965X9__RHEA_51408__01__reactant/split__Q965X9__RHEA_51408__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_074/split__Q965X9__RHEA_51408__01__product/split__Q965X9__RHEA_51408__01__product_model.cif,1352,1340,1265
2508,split__Q969G6__RHEA_14357__00,train,155,A,B,RHEA:14357,Q969G6,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_075/split__Q969G6__RHEA_14357__00__reactant/split__Q969G6__RHEA_14357__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_075/split__Q969G6__RHEA_14357__00__product/split__Q969G6__RHEA_14357__00__product_model.cif,1030,1018,965
2509,split__Q969T7__RHEA_29367__01,train,300,A,B,RHEA:29367,Q969T7,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_078/split__Q969T7__RHEA_29367__01__reactant/split__Q969T7__RHEA_29367__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_078/split__Q969T7__RHEA_29367__01__product/split__Q969T7__RHEA_29367__01__product_model.cif,1353,1341,1266
2510,split__Q969T7__RHEA_37107__00,train,300,A,B,RHEA:37107,Q969T7,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_077/split__Q969T7__RHEA_37107__00__reactant/split__Q969T7__RHEA_37107__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_077/split__Q969T7__RHEA_37107__00__product/split__Q969T7__RHEA_37107__00__product_model.cif,1353,1341,1266
2511,split__Q96A58__RHEA_19669__00,train,199,A,B,RHEA:19669,Q96A58,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_080/split__Q96A58__RHEA_19669__00__reactant/split__Q96A58__RHEA_19669__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_080/split__Q96A58__RHEA_19669__00__product/split__Q96A58__RHEA_19669__00__product_model.cif,1354,1342,1267
2512,split__Q96AT9__RHEA_13677__00,train,228,A,B,RHEA:13677,Q96AT9,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_084/split__Q96AT9__RHEA_13677__00__reactant/split__Q96AT9__RHEA_13677__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_084/split__Q96AT9__RHEA_13677__00__product/split__Q96AT9__RHEA_13677__00__product_model.cif,1208,1191,1130
2513,split__Q96C23__RHEA_10264__01,train,342,A,B,RHEA:10264,Q96C23,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_089/split__Q96C23__RHEA_10264__01__reactant/split__Q96C23__RHEA_10264__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_089/split__Q96C23__RHEA_10264__01__product/split__Q96C23__RHEA_10264__01__product_model.cif,1355,1343,1268
