index,stem,source_structure_path,selected_chain,aa_length,structure_length,seq_cluster,structure_cluster,combined_cluster,split
2233,spec_unconditional_monomer_unconditional_monomer_770_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_770_model_1.cif,A,326,326,2209,2223,2200,train
2234,spec_unconditional_monomer_unconditional_monomer_770_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_770_model_2.cif,A,326,326,2210,2224,2201,test
2235,spec_unconditional_monomer_unconditional_monomer_771_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_771_model_0.cif,A,359,359,2211,2225,2202,train
2236,spec_unconditional_monomer_unconditional_monomer_771_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_771_model_1.cif,A,359,359,2212,2226,2203,train
2237,spec_unconditional_monomer_unconditional_monomer_771_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_771_model_2.cif,A,359,359,2213,2227,2204,train
2238,spec_unconditional_monomer_unconditional_monomer_772_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_772_model_0.cif,A,191,191,2214,2228,2205,train
2239,spec_unconditional_monomer_unconditional_monomer_772_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_772_model_1.cif,A,191,191,2215,2229,2206,train
2240,spec_unconditional_monomer_unconditional_monomer_772_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_772_model_2.cif,A,191,191,2216,2230,2207,test
2241,spec_unconditional_monomer_unconditional_monomer_773_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_773_model_0.cif,A,287,287,2217,2231,2208,train
2242,spec_unconditional_monomer_unconditional_monomer_773_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_773_model_1.cif,A,287,287,2218,2232,2209,train
2243,spec_unconditional_monomer_unconditional_monomer_773_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_773_model_2.cif,A,287,287,2219,2233,2210,train
2244,spec_unconditional_monomer_unconditional_monomer_774_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_774_model_0.cif,A,112,112,2220,2234,2211,train
2245,spec_unconditional_monomer_unconditional_monomer_774_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_774_model_1.cif,A,112,112,2221,2235,2212,train
2246,spec_unconditional_monomer_unconditional_monomer_774_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_774_model_2.cif,A,112,112,2222,2236,2213,test
2247,spec_unconditional_monomer_unconditional_monomer_775_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_775_model_0.cif,A,229,229,2223,2237,2214,train
2248,spec_unconditional_monomer_unconditional_monomer_775_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_775_model_1.cif,A,229,229,2224,2238,2215,train
2249,spec_unconditional_monomer_unconditional_monomer_775_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_775_model_2.cif,A,229,229,2225,2239,2216,test
2250,spec_unconditional_monomer_unconditional_monomer_776_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_776_model_0.cif,A,177,177,2226,2240,2217,train
2251,spec_unconditional_monomer_unconditional_monomer_776_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_776_model_1.cif,A,177,177,2227,2241,2218,train
2252,spec_unconditional_monomer_unconditional_monomer_776_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_776_model_2.cif,A,177,177,2228,2242,2219,test
2253,spec_unconditional_monomer_unconditional_monomer_777_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_777_model_0.cif,A,199,199,2229,2243,2220,train
2254,spec_unconditional_monomer_unconditional_monomer_777_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_777_model_1.cif,A,199,199,2230,2244,2221,train
2255,spec_unconditional_monomer_unconditional_monomer_777_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_777_model_2.cif,A,199,199,2231,2245,2222,train
2256,spec_unconditional_monomer_unconditional_monomer_778_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_778_model_0.cif,A,291,291,2232,2246,2223,test
2257,spec_unconditional_monomer_unconditional_monomer_778_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_778_model_1.cif,A,291,291,2233,2247,2224,train
2258,spec_unconditional_monomer_unconditional_monomer_778_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_778_model_2.cif,A,291,291,2234,2248,2225,train
2259,spec_unconditional_monomer_unconditional_monomer_779_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_779_model_0.cif,A,379,379,2235,2249,2226,test
2260,spec_unconditional_monomer_unconditional_monomer_779_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_779_model_1.cif,A,379,379,1120,2250,1119,test
2261,spec_unconditional_monomer_unconditional_monomer_779_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_779_model_2.cif,A,379,379,2236,2251,2227,train
2262,spec_unconditional_monomer_unconditional_monomer_77_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_77_model_0.cif,A,146,146,2237,2252,2228,train
2263,spec_unconditional_monomer_unconditional_monomer_77_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_77_model_1.cif,A,146,146,2238,2253,2229,train
2264,spec_unconditional_monomer_unconditional_monomer_77_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_77_model_2.cif,A,146,146,2239,2254,2230,test
2265,spec_unconditional_monomer_unconditional_monomer_780_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_780_model_0.cif,A,341,341,2240,2255,2231,train
2266,spec_unconditional_monomer_unconditional_monomer_780_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_780_model_1.cif,A,341,341,2241,2256,2232,train
2267,spec_unconditional_monomer_unconditional_monomer_780_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_780_model_2.cif,A,341,341,2242,2257,2233,train
2268,spec_unconditional_monomer_unconditional_monomer_781_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_781_model_0.cif,A,230,230,2243,2258,2234,train
2269,spec_unconditional_monomer_unconditional_monomer_781_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_781_model_1.cif,A,230,230,2244,2259,2235,test
2270,spec_unconditional_monomer_unconditional_monomer_781_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_781_model_2.cif,A,230,230,2245,2260,2236,train
2271,spec_unconditional_monomer_unconditional_monomer_782_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_782_model_0.cif,A,399,399,2246,2261,2237,test
2272,spec_unconditional_monomer_unconditional_monomer_782_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_782_model_1.cif,A,399,399,2247,2262,2238,train
2273,spec_unconditional_monomer_unconditional_monomer_782_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_782_model_2.cif,A,399,399,2248,2263,2239,train
2274,spec_unconditional_monomer_unconditional_monomer_783_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_783_model_0.cif,A,79,79,2249,2264,2240,train
2275,spec_unconditional_monomer_unconditional_monomer_783_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_783_model_1.cif,A,79,79,2250,2265,2241,train
2276,spec_unconditional_monomer_unconditional_monomer_783_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_783_model_2.cif,A,79,79,2251,2266,2242,test
2277,spec_unconditional_monomer_unconditional_monomer_784_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_784_model_0.cif,A,109,109,2252,2267,2243,train
2278,spec_unconditional_monomer_unconditional_monomer_784_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_784_model_1.cif,A,109,109,2253,2268,2244,train
2279,spec_unconditional_monomer_unconditional_monomer_784_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_784_model_2.cif,A,109,109,2254,2269,2245,train
2280,spec_unconditional_monomer_unconditional_monomer_785_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_785_model_0.cif,A,253,253,2255,2270,2246,train
2281,spec_unconditional_monomer_unconditional_monomer_785_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_785_model_1.cif,A,253,253,2256,2271,2247,train
2282,spec_unconditional_monomer_unconditional_monomer_785_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_785_model_2.cif,A,253,253,2257,2272,2248,train
2283,spec_unconditional_monomer_unconditional_monomer_786_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_786_model_0.cif,A,350,350,2258,2273,2249,train
2284,spec_unconditional_monomer_unconditional_monomer_786_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_786_model_1.cif,A,350,350,2259,2274,2250,train
2285,spec_unconditional_monomer_unconditional_monomer_786_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_786_model_2.cif,A,350,350,2260,2275,2251,train
2286,spec_unconditional_monomer_unconditional_monomer_787_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_787_model_0.cif,A,35,35,2261,2276,2252,train
2287,spec_unconditional_monomer_unconditional_monomer_787_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_787_model_1.cif,A,35,35,2262,2277,2253,train
2288,spec_unconditional_monomer_unconditional_monomer_787_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_787_model_2.cif,A,35,35,2263,2278,2254,train
2289,spec_unconditional_monomer_unconditional_monomer_788_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_788_model_0.cif,A,119,119,2264,2279,2255,test
2290,spec_unconditional_monomer_unconditional_monomer_788_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_788_model_1.cif,A,119,119,2265,2280,2256,train
2291,spec_unconditional_monomer_unconditional_monomer_788_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_788_model_2.cif,A,119,119,2266,2281,2257,train
2292,spec_unconditional_monomer_unconditional_monomer_789_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_789_model_0.cif,A,300,300,2267,2282,2258,train
2293,spec_unconditional_monomer_unconditional_monomer_789_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_789_model_1.cif,A,300,300,2268,2283,2259,train
2294,spec_unconditional_monomer_unconditional_monomer_789_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_789_model_2.cif,A,300,300,312,2284,311,test
2295,spec_unconditional_monomer_unconditional_monomer_78_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_78_model_0.cif,A,189,189,2269,2285,2260,train
2296,spec_unconditional_monomer_unconditional_monomer_78_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_78_model_1.cif,A,189,189,2270,2286,2261,test
2297,spec_unconditional_monomer_unconditional_monomer_78_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_78_model_2.cif,A,189,189,2271,2287,2262,train
2298,spec_unconditional_monomer_unconditional_monomer_790_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_790_model_0.cif,A,117,117,2272,2288,2263,train
2299,spec_unconditional_monomer_unconditional_monomer_790_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_790_model_1.cif,A,117,117,2273,2289,2264,train
2300,spec_unconditional_monomer_unconditional_monomer_790_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_790_model_2.cif,A,117,117,2274,2290,2265,train
2301,spec_unconditional_monomer_unconditional_monomer_791_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_791_model_0.cif,A,269,269,2275,2291,2266,train
2302,spec_unconditional_monomer_unconditional_monomer_791_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_791_model_1.cif,A,269,269,2276,2292,2267,test
2303,spec_unconditional_monomer_unconditional_monomer_791_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_791_model_2.cif,A,269,269,2277,2293,2268,train
2304,spec_unconditional_monomer_unconditional_monomer_792_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_792_model_0.cif,A,27,27,2278,2294,2269,train
2305,spec_unconditional_monomer_unconditional_monomer_792_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_792_model_1.cif,A,27,27,2279,2295,2270,train
2306,spec_unconditional_monomer_unconditional_monomer_792_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_792_model_2.cif,A,27,27,2280,2296,2271,train
2307,spec_unconditional_monomer_unconditional_monomer_793_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_793_model_0.cif,A,57,57,2281,2297,2272,train
2308,spec_unconditional_monomer_unconditional_monomer_793_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_793_model_1.cif,A,57,57,2282,2298,2273,train
2309,spec_unconditional_monomer_unconditional_monomer_793_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_793_model_2.cif,A,57,57,2283,2299,2274,train
2310,spec_unconditional_monomer_unconditional_monomer_794_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_794_model_0.cif,A,27,27,2284,2300,2275,train
2311,spec_unconditional_monomer_unconditional_monomer_794_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_794_model_1.cif,A,27,27,2285,2301,2276,train
2312,spec_unconditional_monomer_unconditional_monomer_794_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_794_model_2.cif,A,27,27,2286,2302,2277,train
2313,spec_unconditional_monomer_unconditional_monomer_795_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_795_model_0.cif,A,334,334,2287,2303,2278,train
2314,spec_unconditional_monomer_unconditional_monomer_795_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_795_model_1.cif,A,334,334,2288,2304,2279,train
2315,spec_unconditional_monomer_unconditional_monomer_795_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_795_model_2.cif,A,334,334,2289,2305,2280,train
2316,spec_unconditional_monomer_unconditional_monomer_796_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_796_model_0.cif,A,147,147,2290,2306,2281,train
2317,spec_unconditional_monomer_unconditional_monomer_796_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_796_model_1.cif,A,147,147,2291,2307,2282,train
2318,spec_unconditional_monomer_unconditional_monomer_796_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_796_model_2.cif,A,147,147,2292,2308,2283,train
2319,spec_unconditional_monomer_unconditional_monomer_797_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_797_model_0.cif,A,170,170,2293,2309,2284,test
2320,spec_unconditional_monomer_unconditional_monomer_797_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_797_model_1.cif,A,170,170,2294,2310,2285,train
2321,spec_unconditional_monomer_unconditional_monomer_797_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_797_model_2.cif,A,170,170,2295,2311,2286,train
2322,spec_unconditional_monomer_unconditional_monomer_798_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_798_model_0.cif,A,374,374,2296,2312,2287,train
2323,spec_unconditional_monomer_unconditional_monomer_798_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_798_model_1.cif,A,374,374,2297,2313,2288,train
2324,spec_unconditional_monomer_unconditional_monomer_798_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_798_model_2.cif,A,374,374,2298,2314,2289,train
2325,spec_unconditional_monomer_unconditional_monomer_799_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_799_model_0.cif,A,275,275,2299,2315,2290,train
2326,spec_unconditional_monomer_unconditional_monomer_799_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_799_model_1.cif,A,275,275,2300,2316,2291,test
2327,spec_unconditional_monomer_unconditional_monomer_799_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_799_model_2.cif,A,275,275,2301,2317,2292,train
2328,spec_unconditional_monomer_unconditional_monomer_79_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_79_model_0.cif,A,295,295,2302,2318,2293,test
2329,spec_unconditional_monomer_unconditional_monomer_79_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_79_model_1.cif,A,295,295,2303,2319,2294,train
2330,spec_unconditional_monomer_unconditional_monomer_79_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_79_model_2.cif,A,295,295,2304,2320,2295,train
2331,spec_unconditional_monomer_unconditional_monomer_7_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_7_model_0.cif,A,339,339,2305,2321,2296,train
2332,spec_unconditional_monomer_unconditional_monomer_7_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_7_model_1.cif,A,339,339,2306,2322,2297,train
2333,spec_unconditional_monomer_unconditional_monomer_7_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_7_model_2.cif,A,339,339,2307,2323,2298,train
2334,spec_unconditional_monomer_unconditional_monomer_800_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_800_model_0.cif,A,261,261,2308,2324,2299,train
2335,spec_unconditional_monomer_unconditional_monomer_800_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_800_model_1.cif,A,261,261,2309,2325,2300,train
2336,spec_unconditional_monomer_unconditional_monomer_800_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_800_model_2.cif,A,261,261,2310,2326,2301,test
2337,spec_unconditional_monomer_unconditional_monomer_801_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_801_model_0.cif,A,288,288,2311,2327,2302,train
2338,spec_unconditional_monomer_unconditional_monomer_801_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_801_model_1.cif,A,288,288,2312,2328,2303,train
2339,spec_unconditional_monomer_unconditional_monomer_801_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_801_model_2.cif,A,288,288,2313,2329,2304,test
2340,spec_unconditional_monomer_unconditional_monomer_802_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_802_model_0.cif,A,218,218,2314,2330,2305,test
2341,spec_unconditional_monomer_unconditional_monomer_802_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_802_model_1.cif,A,218,218,2315,2331,2306,train
2342,spec_unconditional_monomer_unconditional_monomer_802_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_802_model_2.cif,A,218,218,2316,2332,2307,train
2343,spec_unconditional_monomer_unconditional_monomer_803_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_803_model_0.cif,A,338,338,2317,2333,2308,train
2344,spec_unconditional_monomer_unconditional_monomer_803_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_803_model_1.cif,A,338,338,2318,2334,2309,train
2345,spec_unconditional_monomer_unconditional_monomer_803_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_803_model_2.cif,A,338,338,2319,2335,2310,train
2346,spec_unconditional_monomer_unconditional_monomer_804_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_804_model_0.cif,A,93,93,2320,2336,2311,train
2347,spec_unconditional_monomer_unconditional_monomer_804_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_804_model_1.cif,A,93,93,2321,2337,2312,train
2348,spec_unconditional_monomer_unconditional_monomer_804_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_804_model_2.cif,A,93,93,2322,2338,2313,train
2349,spec_unconditional_monomer_unconditional_monomer_805_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_805_model_0.cif,A,95,95,2323,2339,2314,train
2350,spec_unconditional_monomer_unconditional_monomer_805_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_805_model_1.cif,A,95,95,2324,2340,2315,train
2351,spec_unconditional_monomer_unconditional_monomer_805_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_805_model_2.cif,A,95,95,2325,2341,2316,train
2352,spec_unconditional_monomer_unconditional_monomer_806_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_806_model_0.cif,A,72,72,2326,2342,2317,train
2353,spec_unconditional_monomer_unconditional_monomer_806_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_806_model_1.cif,A,72,72,2327,2343,2318,train
2354,spec_unconditional_monomer_unconditional_monomer_806_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_806_model_2.cif,A,72,72,2328,2344,2319,train
